latitude,longitude,altitude,geometry,coordinates,OBJECTID,MaintainedBy,PBID,WHOLESTNAME,BEG_DESC,END_DESC,ACPT_DATE,TOT_FTa,TOT_MIa,ACPT_PROCESS,CARDIST,FIELDIST,MONTH_ACCEPT,DAY_ACCEPT,YEAR_ACCEPT,FY_REPORTEDa,NOTES,PREFIXDIRECTION,STREETNAME,STREETTYPE,SUFFIX,STNAMECHANGE,DATESTNAMECHANGE,TOPO,REC_MERGED,SR_FORMER,NCDOT_ACCEPTED,ANNEXATION_ACCEPTED,DATE_RECORDADDED,TIME_RECORDADDED,PREVIOUS_OMISSION,UPDATED,TERMINI,DIVIDED,DATE_UPDATED,DOTReleaseNote,ShapeSTLength
,,,LineString,"-80.69929113113106,35.21050939769546,-80.69792127600256,35.210773215741575,-80.69778272041277,35.21079256646949",24960631,STATE,0,Albemarle Rd,,,,,,,,,,,,,, ,ALBEMARLE,RD, ,,,S-29,,,,,,,,NO,,0,,,462.26207541678957
,,,LineString,"-80.79352707874365,35.27797918059393,-80.79352768650001,35.278184134809536,-80.79352807434014,35.278353823915566,-80.79352941186302,35.27873143695896",24960635,STATE,0,W Sugar Creek Rd,,,,,,,,,,,,,,W,SUGAR CREEK,RD, ,,,N-23,,,,,,,,NO,,0,,,273.7830121344707
,,,LineString,"-80.75966885551914,35.25104383149085,-80.75962977632628,35.2510569946268,-80.75958984998884,35.251069713198646,-80.75954991866686,35.251082201677065,-80.75952994311298,35.25108798832621,-80.75950996755626,35.25109377497211,-80.75946972320332,35.25110466549507,-80.75944917889633,35.25111000353071,-80.75942863664271,35.251115339815414,-80.75938808703867,35.25112508913905,-80.75934697077659,35.25113438981791,-80.75930584250632,35.25114323206963,-80.75926413767377,35.25115116723218,-80.75922270834502,35.25115886822219,-80.75918069826952,35.25116566218333,-80.75915982849972,35.25116882703933,-80.75913895876543,35.25117199360867,-80.75909693099757,35.251177872340136,-80.75905488341522,35.25118283416978,-80.7590315686264,35.25118544370763,-80.75901255041111,35.25118757169887,-80.75897019763174,35.25119139404296,-80.75894915303572,35.25119296064113,-80.75892811049488,35.25119452548823,-80.75888518112134,35.25119743900876,-80.75884306714592,35.25119942520431,-80.75882402810079,35.25120000766785,-80.75880038155272,35.25120073267117,-80.75875769102544,35.251201811759664,-80.75871498069243,35.25120197394581,-80.75868566657293,35.25120194141587",24960639,STATE,0,The Plaza,,,,,,,,,,,,,, ,THE PLAZA, , ,,,P-25,,,,,,,,NO,,0,,,301.2490177276005
,,,LineString,"-80.91679282782873,35.23137423136722,-80.91679773718694,35.23127729228063,-80.91680910688659,35.23118089716542,-80.91682688620315,35.23108547607651,-80.91685099581642,35.23099145472332,-80.91688132816428,35.23089925257053,-80.91691774792275,35.23080928096668,-80.91696009260954,35.23072194130898,-80.91700817330907,35.230637623252555,-80.91706177551521,35.23055670297201,-80.91712066008833,35.2304795414832,-80.91789299059695,35.22967467915114",24960645,STATE,0,Mulberry Church Rd,,,,,,,,,,,,,, ,MULBERRY CHURCH,RD, ,,,H27,,,,,,,N,,,0,,,717.2182659917968
,,,LineString,"-80.84494318593244,35.06657190746349,-80.84541593668162,35.066734383491,-80.84589722207306,35.06690474336605,-80.84608891140954,35.066956089325004,-80.84617985834704,35.06697341040957,-80.84624809268922,35.06698640510329,-80.84640180915684,35.06699687805788,-80.84654980273615,35.06698820264169,-80.84670529489794,35.06696635837265,-80.84683110589975,35.06692527192252,-80.84698320265132,35.066864087163935,-80.84705708363127,35.066819748204274,-80.84710576939881,35.066790530212785,-80.84731042267123,35.06665159119057,-80.84732693376588,35.06664036805429,-80.84755100681821,35.06648805515058,-80.84777766582843,35.066336870223076,-80.84786882465414,35.06628403199298,-80.8479473018364,35.0662385451664,-80.8481277183232,35.066148756335096,-80.84835828742277,35.06604743672086,-80.84843656124649,35.066019280114006,-80.84863624186158,35.06594745221889,-80.84883053621321,35.06589248942141,-80.84902251620582,35.0658460365322,-80.84919372668757,35.06581730620035,-80.84935485317736,35.065792455634615,-80.84952015568261,35.06576696031692,-80.85033137516984,35.065660516907,-80.8521175852671,35.06545964610372,-80.8533575538839,35.06538107314147,-80.85477224412693,35.06534253608356",24960647,STATE,0,I-485 RAMP RA,,,,,,,,,,,,,,,I-485,RA, ,,,K-42,,,,,,,,NO,,0,,,3101.9942789675283
,,,LineString,"-80.84072932663001,35.06500425741209,-80.8384894063262,35.064997166659964,-80.83812746079687,35.06498029920526,-80.83726336785152,35.06494002768907,-80.83696634265657,35.06492324912429,-80.83666343881227,35.06489281827035,-80.8363452213232,35.06486261959881,-80.83613481239166,35.064840502190776,-80.83594931401771,35.06482100455606,-80.83579716202469,35.06480218643521,-80.8354216801399,35.064755743433395,-80.8350634244553,35.064704719316566,-80.83489717736678,35.0646810404586,-80.83417835944147,35.064561424344795,-80.83369638103146,35.06447004123258,-80.83329983206114,35.06439980138086,-80.83234374784928,35.064220110165884,-80.83149238000941,35.06406447380797,-80.83087812761042,35.06394943521899,-80.83066619979498,35.06390934270795,-80.83036483285541,35.063852328693066,-80.82962270182782,35.0637234204375,-80.82905163617764,35.06363359751554,-80.82855492258874,35.063567836382695,-80.82839618851641,35.06354996750258,-80.8281550497582,35.06352282246998,-80.82783195336253,35.06349357540275,-80.82767387591159,35.06347926657175,-80.82720092160706,35.063441996238005,-80.82685591520473,35.063421568393025,-80.82641450913322,35.06341244517151,-80.82616922512118,35.06340678623115,-80.82591093440797,35.06340082540935,-80.82546194585393,35.06340143207244,-80.8253749181945,35.063403440208795,-80.8250593899836,35.063410723626966,-80.82455673300448,35.06342771193477,-80.82369831542476,35.06347892904021,-80.82285513530344,35.06351410612104,-80.82190426479225,35.06356647796503,-80.82139522112038,35.06359520180589,-80.82100127132365,35.06361743135652",24960649,STATE,0,I-485 HY,,,,,,,,,,,,,, ,I-485,HY, ,,,L-42,,,,,,,,NO,,1,,,5958.986659911912
,,,LineString,"-80.9918295550796,35.08484161833522,-80.99175317685552,35.084611794553496,-80.99152044704626,35.08391207446569,-80.991391346757,35.08353127773107,-80.99127484073489,35.08318691628095,-80.99120924935819,35.08298806083454",24960662,STATE,0,Steele Creek Rd,,,,,,,,,,,,,,,STEELE CREEK,RD,,,,D40,,,,,,,,,,0,,,699.6403770344555
,,,LineString,"-80.91698895436417,35.2322003868938,-80.91692567086982,35.23196646669684,-80.91690309281408,35.23188300326211,-80.91686276345649,35.23173392318265,-80.91685076936594,35.23168958241367,-80.91682867478167,35.23159762330842,-80.91681139641099,35.231504638871016,-80.91679906249209,35.23141801757879,-80.91679282782873,35.23137423136722",24960668,STATE,0,Mulberry Church Rd,,,,,,,,,,,,,,,MULBERRY CHURCH,RD,,,,H27,,,,,,,N,,,0,,,306.5417131482232
,,,LineString,"-80.7713710297153,35.200365098651254,-80.77147477289112,35.200527574639985,-80.77151920748994,35.20058906897036,-80.77156364002671,35.20065056159747,-80.77160799998398,35.20069408601289,-80.77162276814414,35.20070857724305,-80.77165778944874,35.20073315448903,-80.7716928086452,35.20075773003842,-80.7717125454506,35.20076745433345,-80.7717718193603,35.20079665890303,-80.77238692319617,35.201015191125975,-80.77268613611432,35.201115972415344,-80.77298535190185,35.20121675464934,-80.7731035701351,35.20125436753905",24960674,STATE,0,,,,,,,,,,,,,,,,BAMBOO,ST, ,,, ,,,,,,,N,,,0,,,632.7196212606382
,,,LineString,"-80.84673858368508,35.27277997685934,-80.8466851984435,35.27279018138842,-80.84658704472116,35.27280885469575",24960680,STATE,0,N I-85 Hy,,,,,,,,,,,,,,N,I-85,HY, ,,,K-23,,,,,,,,NO,,1,,,46.43427122355959
,,,LineString,"-80.81241030204049,35.33832590815614,-80.81201307433071,35.338408236941646,-80.8117676721812,35.338457479221205,-80.8114827967031,35.33851624425482,-80.8111152849946,35.33859158526823,-80.8109289140832,35.3386297289859",24960681,STATE,0,DAVID COX RD,,,,,,,,,,,,,, ,DAVID COX,RD, ,,,M-17,,,,,,,,NO,,0,,,455.41639335275516
,,,LineString,"-80.86553654896747,35.22439182984268,-80.86529807544642,35.22438611735268",24960683,STATE,0,W John Belk Fr,,,,,,,,,,,,,,W,JOHN BELK,FR, ,,,J-27,,,,,,,,NO,,1,,,71.24885355388209
,,,LineString,"-80.87292401697425,35.20137927502755,-80.87294271974804,35.20135539575693,-80.87304662165587,35.201214547011745,-80.87333134090815,35.200851852582105,-80.87350960757965,35.200624762862816,-80.8736333046266,35.20047123839662",24960684,STATE,0,S Tryon St,,,,,,,,,,,,,,S,TRYON,ST, ,,,J-29,,,,,,,,NO,,0,,,392.5933607981142
,,,LineString,"-80.93767183561764,35.24183374703639,-80.93772958001281,35.24182545879541,-80.9378639811068,35.24181875447297,-80.93795066194565,35.241810035279826,-80.93797231283452,35.24180785749888,-80.93805848954753,35.241792736157365,-80.93812786898917,35.24177559425192,-80.93819987678924,35.241751539732924,-80.93826608493909,35.24171841631485,-80.93833015515003,35.241677541154026,-80.93839930050575,35.24163887422977,-80.93850531247324,35.24156572284184,-80.93857247783458,35.24151169769089,-80.93863673751169,35.24145109249347,-80.93869968924253,35.24137310360427,-80.93889011867601,35.24117274931029",24960687,STATE,0,S I85xLittle Rock Rd Ra Sb,,,,,,,,,,,,,,S,I85XLITTLE ROCK RD,RA,SB,,,G26,,,,,,,,,,0,,,459.0178335996689
,,,LineString,"-80.81491191732943,35.06296689158833,-80.81460112694955,35.062518340879",24960688,STATE,0,REA RD,,,,,,,,,,,,,, ,REA,RD, ,,,M-42,,,,,,,,NO,,0,,,187.8764904434251
,,,LineString,"-80.83535284410931,35.33858174071894,-80.8352300184323,35.338612915111725,-80.83503962563817,35.33865953868288,-80.83488283811961,35.33869672336334,-80.8347398389802,35.33873699154702,-80.83456568828709,35.338786030563774,-80.83440910111993,35.33882821482125,-80.83430178515556,35.3388571266759",24960691,STATE,0,LAKEVIEW RD,,,,,,,,,,,,,, ,LAKEVIEW,RD, ,,,L-17,,,,,,,,NO,,0,,,329.142319159152
,,,LineString,"-80.8772182358496,35.195868100655225,-80.87793081718986,35.194949679797375",24960693,STATE,0,S Tryon St,,,,,,,,,,,,,,S,TRYON,ST, ,,,J-30,,,,,,,,NO,,0,,,396.2881331175211
,,,LineString,"-80.94627850386249,35.154771782455185,-80.9462135337739,35.15467847349904,-80.94618958448754,35.15456588298811,-80.94616673094355,35.154458451799506,-80.94611442779075,35.15418743597868,-80.94606935637837,35.15395388912413,-80.94601986087476,35.15359764502199,-80.94594050254692,35.15311179953985,-80.94588427500199,35.1528355925176,-80.94577993407154,35.15248297958185,-80.94567667254267,35.15217546648546,-80.94551616014853,35.1517474943284,-80.9454028650998,35.15146350245766",24960696,STATE,0,I-485 Ra,,,,,,,,,,,,,,,I-485,RA, ,,,F34,,,,,,,,NO,,0,,,1237.0467076272778
,,,LineString,"-80.8815802800686,35.200012110561794,-80.88159147611618,35.19997944090427,-80.88167031255283,35.19985131549986,-80.8817442978314,35.19970840477226,-80.88176571016412,35.19966253430897,-80.88189237568304,35.19939120591859,-80.88246380782714,35.19818502252586,-80.88258657100238,35.19791951489059,-80.88263440822517,35.19781640056306",24960699,STATE,0,S I-77 Hy,,,,,,,,,,,,,,S,I-77,HY, ,,,I-29,,,,,,,,YES,,1,,,859.2496592131004
,,,LineString,"-80.73388141778184,35.28222723107983,-80.73375928562533,35.282406687339005,-80.73349235026927,35.28279926326208,-80.73335091907285,35.28300726269318,-80.73304391645671,35.28346302756658,-80.73295727443399,35.283591137392975,-80.73280768923708,35.283812371412765,-80.73275745362655,35.28388666642449,-80.73248888188714,35.28428508577363",24960702,STATE,0,OLD CONCORD RD,,,,,,,,,,,,,, ,OLD CONCORD,RD, ,,,Q-22,,,,,,,,NO,,0,,,856.5228071988377
,,,LineString,"-80.8673674429434,35.22630606716633,-80.86734792716723,35.22634346854217,-80.86731787480466,35.22639614742468,-80.86729236125045,35.22645196298961,-80.86726825381768,35.22650821372362,-80.8672447082269,35.226564685937205,-80.8672225687616,35.22662159332119,-80.86720210852914,35.22667870493794,-80.86718249573356,35.2267362603504,-80.86716428387525,35.2267940242927,-80.86714663382878,35.22685200800005,-80.86713067031377,35.22691042255286,-80.86711637871785,35.22696881301422,-80.86710292933462,35.22702741891397,-80.86709088086248,35.22708623162904,-80.86707967464662,35.22714526150018,-80.86707014764946,35.227204493891826,-80.86706201633694,35.22726370474022,-80.86705231285971,35.22734829502281,-80.86705038522965,35.22736510741692,-80.86702085426278,35.22757442302146",24960706,STATE,0,Freedom Dr,,,,,,,,,,,,,, ,FREEDOM,DR, ,,,J-27,,,,,,,,NO,,0,,,475.5185171684203
,,,LineString,"-80.89480859053884,35.14969938111424,-80.89493288309463,35.14946278051804,-80.89516826466476,35.149014705266,-80.89520785020636,35.14893807779937,-80.8952301694776,35.14889487472074,-80.89525856998104,35.14884519184948,-80.89529987914402,35.148763013430994,-80.89533641718619,35.14867953572374,-80.89536817350218,35.14859430200999,-80.89547129371645,35.14832839862978,-80.89558604777916,35.148035289238855",24960712,STATE,0,S I-77 Exit 4 Ra,,,,,,,,,,,,,,S,I-77 EXIT 4,RA, ,,,I-34,,,,,,,,YES,,0,,,649.4352831525421
,,,LineString,"-80.87044088984526,35.174293002816135,-80.87016823493953,35.174189126732024,-80.86971444769199,35.17401934722138,-80.86947973239977,35.17394007329612",24960714,STATE,0,E Woodlawn Rd,,,,,,,,,,,,,,E,WOODLAWN,RD, ,,,J32,,,,,,,N,,,0,,,314.680059928203
,,,LineString,"-80.77280639323222,35.07479293419035,-80.77289968903547,35.07440704973469,-80.77304859372755,35.0739395078737,-80.77313459930575,35.0737309868525,-80.77327352290317,35.07339390061418,-80.77355973855252,35.07265639340516,-80.77366669516935,35.07233534799167,-80.77370573368802,35.072196222294515,-80.77372124288821,35.07214080098189,-80.77375637250559,35.07194997442502,-80.77376393309292,35.07175955288202,-80.77373556014702,35.071530728043726,-80.77367056194348,35.07125732324063,-80.7735474121331,35.07082034301736,-80.7734363084062,35.07041203974748,-80.77329290169851,35.06995291288517,-80.77318332825072,35.06969184222483,-80.77308973777717,35.06947405051269,-80.77298007946169,35.06928603747756,-80.77281184336256,35.069050295224024,-80.77260144171527,35.06883334065068,-80.7723212340507,35.068603173278355,-80.77189226906765,35.06835961680754,-80.77173374471708,35.068281329281774,-80.77153880870564,35.068168079853336,-80.77128385446466,35.06799754233136,-80.77108800506345,35.067829342281755,-80.7708380491766,35.0675295650222,-80.7706303457328,35.06718725806141,-80.77051837203751,35.066904923720806,-80.77042146686442,35.0665980916983,-80.77037529393539,35.066421283680036",24960718,STATE,0,,,,,,,,,,,,,,, ,PROVIDENCE,RD, ,,,O-41,,,,,,,,,,0,2005-01-11T00:00:00.000Z,,3422.993190109223
,,,LineString,"-80.70251664848898,35.209796710229114,-80.70086967323866,35.21019110283786",24960720,STATE,0,Albemarle Rd,,,,,,,,,,,,,, ,ALBEMARLE,RD, ,,,R-29,,,,,,,,NO,,0,,,512.4574998241598
,,,LineString,"-80.8445597296391,35.26641602597281,-80.84443994701765,35.26624380410221,-80.84431602243386,35.26607370461268,-80.8442193185894,35.26594647491106,-80.8433721716461,35.264899978418924,-80.84335953362073,35.26488436918794,-80.84286685769393,35.264274689552735",24960725,STATE,0,N I-77 Hy,,,,,,,,,,,,,,N,I-77,HY, ,,,K-24,,,,,,,,NO,,1,,,929.0304375840201
,,,LineString,"-80.93900317811234,35.270879689911474,-80.93903714014832,35.27081811745373,-80.9390591262576,35.270778255057266,-80.93924735317127,35.270438818104985,-80.93944352733018,35.27008138861216,-80.93947164283493,35.2700307838847",24960726,STATE,0,Old Little Rock Rd,,,,,,,,,,,,,, ,OLD LITTLE ROCK,RD, ,,,G-23,,,,,,,,NO,,0,,,339.12513198353645
,,,LineString,"-80.89618460161229,35.24780806916144,-80.89631246398584,35.24753239477196,-80.89633215925578,35.24749109210888,-80.89658023235096,35.24697164179738,-80.89694571614682,35.246206327070894,-80.89715412590196,35.24576953672964,-80.8971940383055,35.24568532036951",24960729,STATE,0,S I-85 Hy,,,,,,,,,,,,,,S,I-85,HY, ,,,I-25,,,,,,,,YES,,1,,,829.2734071253869
,,,LineString,"-80.8993712849055,35.211531004404065,-80.89954945575111,35.21152499936065,-80.89992089776925,35.21151435552022,-80.90004194227272,35.21151176688927,-80.90028034368376,35.21150389902439,-80.90051836000794,35.21149145758556,-80.90071142273534,35.211477887759486",24960733,STATE,0,West Bv,,,,,,,,,,,,,, ,WEST,BV, ,,,I-28,,,,,,,,NO,,0,,,400.8238659795247
,,,LineString,"-80.72423603363546,35.305870474736146,-80.72393203224678,35.3054458777016,-80.7238479415306,35.30535341284735,-80.723791688956,35.30529581766881,-80.72361091732346,35.3051232029934,-80.72333371683638,35.30485577884347,-80.72321279631423,35.30472582192634,-80.72315010782104,35.30464129615425,-80.72310728083988,35.30457137182361",24960735,STATE,0,John Kirk Dr,,,,,,,,,,,,,,,John Kirk,RD,,,,Q-20,,2833,,,,,,YES,Old Concord Rd to E Mallard Creek Church Rd,0,2005-03-10T15:15:08.000Z,,582.4927643581934
,,,LineString,"-80.7494178258044,35.157558821661524,-80.74925091425158,35.15729389305887,-80.74901755688384,35.156923437686594,-80.74889637913805,35.156728645337985,-80.74871282084565,35.15643979915927,-80.74858926103725,35.15624367206668,-80.7484739486557,35.156060637146744,-80.74842130694526,35.155977077640806,-80.74839299646746,35.155932141413466",24960740,STATE,0,Monroe Rd,,,,,,,,,,,,,, ,MONROE,RD, ,,,P-34,,,,,,,,NO,,0,,,666.5675499734798
,,,LineString,"-80.86803399124193,35.070676895172824,-80.86800290200894,35.070647621631885,-80.86788509192195,35.070536690311975,-80.8676449652198,35.070310582356036,-80.8674300166297,35.070115501728374,-80.8673129888589,35.07000929156509,-80.8672395334547,35.069944881045124,-80.86685333472569,35.069606229175335",24960743,STATE,0,I-485 Hy,,,,,,,,,,,,,, ,I-485,HY, ,,,J-41,,,,,,,,NO,,1,,,526.0113029321857
,,,LineString,"-80.92811798809608,35.22375949103439,-80.92806735047188,35.22370716538528,-80.92801589225695,35.2236555415602,-80.92796306555543,35.22360508345974,-80.92790940950496,35.22355486871621,-80.92785465785049,35.22350558690183,-80.92779881059202,35.22345723801511,-80.92774214483664,35.223409590912766,-80.92768438343667,35.223362875018246,-80.9276255231613,35.223316865373675,-80.92756584766026,35.22327178418288,-80.92750479495746,35.22322741195655,-80.92744376188506,35.223183954877925,-80.92738108208069,35.2231416696599,-80.92731786202222,35.223100080065656,-80.92725326266873,35.22305919946288,-80.92718813181493,35.2230194729459,-80.92712190744554,35.22298067930701,-80.9270554265064,35.22294280521068,-80.92698757711563,35.22290609853067,-80.92691917997016,35.22286985914333,-80.92685025881143,35.22283500216008,-80.92678024203866,35.222801078081076,-80.92670941211975,35.22276808240507,-80.92663832897115,35.2227362363731,-80.92656643058027,35.22270531877531,-80.92649400067121,35.2226755552522,-80.92642075555676,35.22264672187776,-80.92634669724644,35.222618815183075,-80.92622736296921,35.22257651613639,-80.92584784367553,35.22248362447233",24960745,STATE,0,JOSH BIRMINGHAM PY,,,,,,,,,,,,,, ,JOSH BIRMINGHAM,PY, ,,,G-27,,,,,,,,NO,,0,,,836.2563926901148
,,,LineString,"-80.96611156221554,35.166287871291445,-80.9661777277953,35.16622129432225,-80.96665492718571,35.16573625557757,-80.96682754906676,35.165562369241336",24960747,STATE,0,Steele Creek Rd,,,,,,,,,,,,,, ,STEELE CREEK,RD, ,,,E32,,,,,,,N,,,0,,,339.85944319766827
,,,LineString,"-80.91564733355344,35.12899145430451,-80.91585092096447,35.128722335846604,-80.91603824610233,35.128496759387396,-80.91623711505785,35.12830027150589,-80.91634119766981,35.128197436321145,-80.91669992053201,35.127839745202664,-80.91684875602895,35.12768462747921,-80.91701146878724,35.127515091370924,-80.9172367202562,35.12720738171182,-80.91729752250613,35.12709617020066,-80.91740723605457,35.12689550074187,-80.91748860106506,35.12668076362021,-80.91755102023713,35.12643083041894,-80.91757753093799,35.1262423848935,-80.91758508716349,35.12605401176094,-80.91756848468764,35.12578655208341",24960755,STATE,0,I-485 Ramp,,,,,,,,,,,,,, ,I-485 RAMP,RA, ,,,H-36,,,,,,,,NO,,0,,,1340.4211333164371
,,,LineString,"-80.85420065748819,35.23773593418604,-80.8543280732315,35.237593370795445,-80.85435864043295,35.23755916880665,-80.85442249812935,35.237487718995986,-80.8545789581017,35.237297989950214,-80.85461753244994,35.23725191854487,-80.85480097143197,35.23703282561691,-80.8550254370865,35.23675296532161,-80.85508278107152,35.236681161566466,-80.85517171674373,35.23656980330695,-80.85529901926037,35.236426926230195,-80.85535624850066,35.236362695235,-80.85542921529795,35.236286840375335,-80.85552297994103,35.23618936663879,-80.85562210228173,35.23608632122581,-80.85566448868971,35.23604736880281,-80.8557500365507,35.23596875467893,-80.85579215835203,35.23593004673027",24960757,STATE,0,N I-77 Hy,,,,,,,,,,,,,,N,I-77,HY, ,,,K-26,,,,,,,,NO,,1,,,811.8472590014245
,,,LineString,"-80.9439872118114,35.24088392765847,-80.94361460412266,35.24087457061377,-80.94324824190208,35.24086969128151,-80.94298026802048,35.24087010128126,-80.94272520797311,35.24087351011879,-80.94243448227412,35.240879782340635,-80.94238511353011,35.24088149043898,-80.94163453883434,35.24089559946111,-80.94097875703251,35.24094001571132,-80.94060990481569,35.240971124948246,-80.93889011867601,35.24117274931029",24960760,STATE,0,S I-85 Hy,,,,,,,,,,,,,,S,I-85,HY, ,,,G-26,,,,,,,,YES,,1,,,1528.5449581877056
,,,LineString,"-80.89970342381149,35.22461283352802,-80.90100347589888,35.224710352344154",24960761,STATE,0,Wilkinson Bv,,,,,,,,,,,,,, ,WILKINSON,BV, ,,,I-27,,,,,,,,NO,,0,,,389.8693475514264
,,,LineString,"-80.87849235916191,35.177570098063434,-80.87823018291508,35.17746180534947,-80.87762215605251,35.17720925766872,-80.87712489538046,35.17700628536003,-80.8771068855676,35.17699946610823,-80.87587960432893,35.17649040685323",24960763,STATE,0,E Woodlawn Rd,,,,,,,,,,,,,,E,WOODLAWN,RD, ,,,J-32,,,,,,,,NO,,0,,,874.0506559289427
,,,LineString,"-80.78215114647772,35.09908013995182,-80.78218787704981,35.099064939949315,-80.78329798105973,35.098514036458404,-80.78412673545147,35.09809529877346",24960767,STATE,0,Pineville-Matthews Rd,,,,,,,,,,,,,, ,PINEVILLE-MATTHEWS,RD, ,,,N-39,,,,,,,,NO,,0,,,691.157420971731
,,,LineString,"-80.99049193430392,35.080799892480634,-80.99048138771478,35.080767315472585,-80.9904736487718,35.08074387485908,-80.99046755015986,35.08072540391489,-80.9904130613227,35.08055888572151,-80.99034613752596,35.08035089143094,-80.9902754861733,35.08013860596368,-80.99013865090014,35.079725643168175,-80.99010782844574,35.079633201036145,-80.99003825270866,35.07942452886554,-80.98993726060797,35.079121821680616,-80.98982812486568,35.07879359860898,-80.98978966133967,35.07867602909302,-80.98974383553441,35.078535962571905",24960781,STATE,0,Steele Creek Rd,,,,,,,,,,,,,,,STEELE CREEK,RD,,,,D40,,,,,,,,,,0,,,853.7894111870323
,,,LineString,"-80.96795215384066,35.344581704993466,-80.96846780542279,35.345630907353346,-80.96853886596044,35.345771950664336,-80.96854620122933,35.345786508320586,-80.96862764369065,35.34594091237456,-80.96871240951185,35.346094118447965,-80.9688007816034,35.34624612193643,-80.96889247909809,35.34639692396187,-80.96898693915412,35.34654630866021,-80.96908499019146,35.346694030684766,-80.96918580934212,35.346840563718246,-80.96921127974115,35.34687656271824,-80.96928995398868,35.34698589697582,-80.96939712880565,35.347129348212064,-80.96946701338513,35.347219548675284,-80.96950734838,35.347271605937834,-80.96973171016847,35.34754483455059,-80.96984739720996,35.34765883451839,-80.9698595270714,35.347670785836065",24960785,STATE,0,Brookshire Bv,,,,,,,,,,,,,, ,BROOKSHIRE,BV, ,,,E-16,,,,,,,,,,1,,,1264.9605327603224
,,,LineString,"-80.95846446271486,35.24525825361388,-80.95829937244162,35.245195884549595,-80.95806126775318,35.245104009860434,-80.95774233280538,35.24498252370988,-80.95755502624505,35.244913414186605,-80.95746638436637,35.244878159896814,-80.9573154467972,35.244818126668186,-80.9572210710452,35.244781853658196,-80.95710102153947,35.24473571417729,-80.9569080444049,35.24466155970134,-80.95675501415413,35.2446027550968,-80.95640905534958,35.244471857121134,-80.95614457600152,35.24437422003313,-80.95581205428971,35.2442447056708,-80.9554489120092,35.244107210555434,-80.9553457074793,35.244068093568764,-80.95506294993592,35.243960923032716,-80.95495997595533,35.24392066664863,-80.95476085293669,35.24384282246779,-80.95463744261795,35.243796460059656,-80.954503096861,35.24374599043309,-80.95424810034473,35.24364773918751,-80.95390719450708,35.243517668044994,-80.9535369677786,35.24337547234881,-80.95320789074107,35.243249559009676,-80.95270812941608,35.24306044301478,-80.95246098625466,35.24296366557012,-80.95234237099085,35.24291817332136,-80.9521085202835,35.24282850804536,-80.95186089311778,35.24273471212335,-80.95153383426546,35.24261128149353,-80.95105934312629,35.24242793462082,-80.95080838080182,35.242334648965674,-80.95044069407737,35.2422047715755,-80.9501930918613,35.242123568921215,-80.94995000010421,35.24204412405606,-80.94959455118693,35.2419355738343,-80.94922801668748,35.2418304062623,-80.94917164853334,35.24181471531326,-80.94897059793826,35.24175874952475,-80.9487979896728,35.24171520055749,-80.94859004738758,35.241662737451875,-80.94822339143654,35.24157566224087,-80.94793914112,35.241514282509925,-80.94758513747558,35.2414425736201,-80.94730890869052,35.24138976647606,-80.94709249644706,35.241351798169326,-80.9469195427958,35.241321831611124,-80.94670101825308,35.24128893437987,-80.94645728690095,35.241252548448315,-80.94615591551445,35.241210448908525,-80.94600297708632,35.24119132189821,-80.94589468695176,35.241177778544845,-80.94574945753526,35.24116154851986,-80.94563493996492,35.24114874919458,-80.94549730566402,35.241134418365874,-80.94535677289254,35.241119785309564,-80.94523051569962,35.24110861888414,-80.9450829065423,35.24109556269775,-80.94473782202309,35.2410699627894,-80.94454311169518,35.241057917252334,-80.94443225988945,35.241051057519805,-80.94417767908995,35.24103957510417,-80.94392420758864,35.24102702314778,-80.94390555352241,35.241029748145536",24960786,STATE,0,S I-85 Hy,,,,,,,,,,,,,,S,I-85,HY, ,,,F-26,,,,,,,,YES,,1,,,4649.375951245313
,,,LineString,"-80.91828697688106,35.19415541485989,-80.91821216063926,35.194247405615236,-80.91816329271902,35.19430555116334,-80.91797213805131,35.19454057754808",24960787,STATE,,W Tyvola Rd,,,,,,,,,,,,,,W,TYVOLA,RD, ,,,H30,,,,,,,N,,,0,,,168.8124503521154
,,,LineString,"-80.8431654082039,35.27308291966732,-80.84302945354501,35.27308476150517,-80.84280967354408,35.27308444261588,-80.8427115908369,35.273082249997096,-80.84262080035185,35.27308021937885,-80.8425911895323,35.27307975469484,-80.84245936882145,35.27307436036043,-80.8423709321194,35.27307074103577,-80.84181141907493,35.273038721680116,-80.8408757879663,35.27299593211125,-80.84006120242985,35.27294648596388,-80.83897910154684,35.27288506734387,-80.83876459599801,35.27287241810449,-80.83827192688616,35.27284336715533,-80.83795573892996,35.272824992004274,-80.83783767545503,35.272818129910185,-80.83724584014334,35.27275199864062",24960795,STATE,0,N I-85 Hy,,,,,,,,,,,,,,N,I-85,HY, ,,,L-23,,,,,,,,NO,,1,,,1771.6752229873855
